productcode,productname,productdescription,productweight,photourl,hideproduct
203500Q-S5L,Felicity 5-piece Queen Bedroom Set White High Gloss,"<p>Sleek lines and integrated lighting define this contemporary bedroom set. The bed showcases a white high gloss headboard with built-in blue LED lighting, activated by a touch switch, and a faux leather upholstered frame for added refinement. Paired with a coordinating dresser mirror featuring perimeter LED lights and a touch sensor, the set balances utility with clean, modern design. Chrome hardware and smooth-glide drawers complete the polished look.</p><p><b>Dimensions:</b> 63.5""w x 86.5""d x 48.5""h</p><ul><li>Headboard includes touch-activated blue LED lighting in a high gloss frame</li><li>Bedroom set featuring an LED panel bed and LED dresser mirror combination</li><li>Bed frame upholstered in soft, durable, and smooth white faux leather</li><li>LED dresser mirror features perimeter lighting with touch sensor activation</li><li>Storage drawers glide smoothly on durable metal extension hardware</li><li>Chrome-finished metal handles and feet add a refined modern touch</li></ul>",91.07,/v/vspfiles/photos/coaster bedroom/203500Q-S5L-1.jpg,N
203500F-S4,Felicity 4-piece Full Bedroom Set White High Gloss,"<p>Modern design meets ambient lighting in this contemporary bedroom set. The bed features a white high gloss headboard with built-in blue LED lighting, activated by a convenient touch switch. A faux leather upholstered bed frame adds a refined touch, while matching storage elements offer smooth metal glides and chrome-finished details. With clean lines and integrated lighting, this set adds both functionality and visual impact to any modern bedroom.</p><p><b>Dimensions:</b> 57.75""w x 81""d x 48.5""h</p><ul><li>White high gloss headboard features built-in blue LED light with touch switch</li><li>Bedroom set with a modern panel bed and integrated LED headboard lighting</li><li>Bed frame upholstered in smooth, soft, and durable white faux leather</li><li>Storage drawers include smooth metal extension glides for easy operation</li><li>Designed for long-lasting performance with bold, contemporary appeal</li><li>Chrome-finished metal handles and feet deliver a sleek, modern accent</li></ul>",83.79,/v/vspfiles/photos/coaster bedroom/203500F-S4-1.jpg,N
203500F-S5,Felicity 5-piece Full Bedroom Set White High Gloss,"<p>Modern design meets ambient lighting in this contemporary bedroom set. The bed features a white high gloss headboard with built-in blue LED lighting, activated by a convenient touch switch. A faux leather upholstered bed frame adds a refined touch, while matching storage elements offer smooth metal glides and chrome-finished details. With clean lines and integrated lighting, this set adds both functionality and visual impact to any modern bedroom.</p><p><b>Dimensions:</b> 57.75""w x 81""d x 48.5""h</p><ul><li>Bed frame upholstered in smooth, soft, and durable white faux leather</li><li>White high gloss headboard features built-in blue LED light with touch switch</li><li>Bedroom set with a modern panel bed and integrated LED headboard lighting</li><li>Chrome-finished metal handles and feet deliver a sleek, modern accent</li><li>Storage drawers include smooth metal extension glides for easy operation</li><li>Designed for long-lasting performance with bold, contemporary appeal</li></ul>",83.79,/v/vspfiles/photos/coaster bedroom/203500F-S5-1.jpg,N
203500T-S4,Felicity 4-piece Twin Bedroom Set White High Gloss,"<p>Modern design meets ambient lighting in this contemporary bedroom set. The bed features a white high gloss headboard with built-in blue LED lighting, activated by a convenient touch switch. A faux leather upholstered bed frame adds a refined touch, while matching storage elements offer smooth metal glides and chrome-finished details. With clean lines and integrated lighting, this set adds both functionality and visual impact to any modern bedroom.</p><p><b>Dimensions:</b> 42.25""w x 81""d x 48.5""h</p><ul><li>Chrome-finished metal handles and feet deliver a sleek, modern accent</li><li>Bedroom set with a modern panel bed and integrated LED headboard lighting</li><li>Bed frame upholstered in smooth, soft, and durable white faux leather</li><li>White high gloss headboard features built-in blue LED light with touch switch</li><li>Storage drawers include smooth metal extension glides for easy operation</li><li>Designed for long-lasting performance with bold, contemporary appeal</li></ul>",70.56,/v/vspfiles/photos/coaster bedroom/203500T-S4-1.jpg,N
203500T-S5,Felicity 5-piece Twin Bedroom Set White High Gloss,"<p>Modern design meets ambient lighting in this contemporary bedroom set. The bed features a white high gloss headboard with built-in blue LED lighting, activated by a convenient touch switch. A faux leather upholstered bed frame adds a refined touch, while matching storage elements offer smooth metal glides and chrome-finished details. With clean lines and integrated lighting, this set adds both functionality and visual impact to any modern bedroom.</p><p><b>Dimensions:</b> 42.25""w x 81""d x 48.5""h</p><ul><li>Bed frame upholstered in smooth, soft, and durable white faux leather</li><li>White high gloss headboard features built-in blue LED light with touch switch</li><li>Storage drawers include smooth metal extension glides for easy operation</li><li>Chrome-finished metal handles and feet deliver a sleek, modern accent</li><li>Bedroom set with a modern panel bed and integrated LED headboard lighting</li><li>Designed for long-lasting performance with bold, contemporary appeal</li></ul>",70.56,/v/vspfiles/photos/coaster bedroom/203500T-S5-1.jpg,N
203500Q-S4,Felicity 4-piece Queen Bedroom Set White High Gloss,"<p>Modern design meets ambient lighting in this contemporary bedroom set. The bed features a white high gloss headboard with built-in blue LED lighting, activated by a convenient touch switch. A faux leather upholstered bed frame adds a refined touch, while matching storage elements offer smooth metal glides and chrome-finished details. With clean lines and integrated lighting, this set adds both functionality and visual impact to any modern bedroom.</p><p><b>Dimensions:</b> 63.5""w x 86.5""d x 48.5""h</p><ul><li>Bed frame upholstered in smooth, soft, and durable white faux leather</li><li>White high gloss headboard features built-in blue LED light with touch switch</li><li>Storage drawers include smooth metal extension glides for easy operation</li><li>Chrome-finished metal handles and feet deliver a sleek, modern accent</li><li>Bedroom set with a modern panel bed and integrated LED headboard lighting</li><li>Designed for long-lasting performance with bold, contemporary appeal</li></ul>",91.07,/v/vspfiles/photos/coaster bedroom/203500Q-S4-1.jpg,N
203500Q-S5,Felicity 5-piece Queen Bedroom Set White High Gloss,"<p>Modern design meets ambient lighting in this contemporary bedroom set. The bed features a white high gloss headboard with built-in blue LED lighting, activated by a convenient touch switch. A faux leather upholstered bed frame adds a refined touch, while matching storage elements offer smooth metal glides and chrome-finished details. With clean lines and integrated lighting, this set adds both functionality and visual impact to any modern bedroom.</p><p><b>Dimensions:</b> 63.5""w x 86.5""d x 48.5""h</p><ul><li>Designed for long-lasting performance with bold, contemporary appeal</li><li>Bed frame upholstered in smooth, soft, and durable white faux leather</li><li>Bedroom set with a modern panel bed and integrated LED headboard lighting</li><li>Chrome-finished metal handles and feet deliver a sleek, modern accent</li><li>White high gloss headboard features built-in blue LED light with touch switch</li><li>Storage drawers include smooth metal extension glides for easy operation</li></ul>",91.07,/v/vspfiles/photos/coaster bedroom/203500Q-S5-1.jpg,N
203500Q-S6,Felicity 6-piece Queen Bedroom Set White High Gloss,"<p>Modern design meets ambient lighting in this contemporary bedroom set. The bed features a white high gloss headboard with built-in blue LED lighting, activated by a convenient touch switch. A faux leather upholstered bed frame adds a refined touch, while matching storage elements offer smooth metal glides and chrome-finished details. With clean lines and integrated lighting, this set adds both functionality and visual impact to any modern bedroom.</p><p><b>Dimensions:</b> 63.5""w x 86.5""d x 48.5""h</p><ul><li>Bedroom set with a modern panel bed and integrated LED headboard lighting</li><li>Designed for long-lasting performance with bold, contemporary appeal</li><li>Chrome-finished metal handles and feet deliver a sleek, modern accent</li><li>Storage drawers include smooth metal extension glides for easy operation</li><li>White high gloss headboard features built-in blue LED light with touch switch</li><li>Bed frame upholstered in smooth, soft, and durable white faux leather</li></ul>",91.07,/v/vspfiles/photos/coaster bedroom/203500Q-S6-1.jpg,N
205111KE-S4,Miranda 4-piece Eastern King Bedroom Set White,"<p>Brighten up your bedroom with this charming, four-piece set. With a bed, dresser, mirror, and nightstand all included, it instantly completes your space. A striking, one-color finish gives it a fresh, updated look. Hidden jewelry drawers in each case piece are a pleasingly convenient touch. The drawers are constructed with full extension glides for versatile ease of use.</p><p><b>Dimensions:</b> 79.25""w x 83.75""d x 50.25""h</p><ul><li>Crystal drawer pulls and glitter accents enhance the glam aesthetic</li><li>Case pieces include hidden felt-lined jewelry drawers behind glitter panels</li><li>Dresser includes seven drawers with framed mirror to match</li><li>Nightstand features dual drawers and full-extension glides</li><li>Storage panel bed with integrated drawers in footboard design</li><li>Crafted with engineered wood in a white laminate veneer finish</li></ul>",191.4,/v/vspfiles/photos/coaster bedroom/205111KE-S4-1.jpg,N
205111KE-S5,Miranda 5-piece Eastern King Bedroom Set White,"<p>Create the bedroom of your dreams with this elegant, five-piece furniture set. Complete with a bed, nightstand, dresser, mirror and chest, it has all you need to complete your space. Each case piece includes a hidden jewelry drawer to keep valuables safe and secure. The two additional drawers built into the bed are ideal for storing shoes, bedding, clothing, and more. Each piece in this set is finished in a solid color for an appealing, monochromatic look.</p><p><b>Dimensions:</b> 79.25""w x 83.75""d x 50.25""h</p><ul><li>Crafted with engineered wood in a white laminate veneer finish</li><li>Crystal drawer pulls and glitter accents enhance the glam aesthetic</li><li>Storage panel bed with integrated drawers in footboard design</li><li>Nightstand features dual drawers and full-extension glides</li><li>Case pieces include hidden felt-lined jewelry drawers behind glitter panels</li><li>Dresser includes seven drawers with framed mirror to match</li></ul>",191.4,/v/vspfiles/photos/coaster bedroom/205111KE-S5-1.jpg,N
