productcode,productname,productprice,saleprice,productcategory,productweight,hideproduct,freeshippingitem,productdescription,productiondescription,techspecs,productkeywords,metatag_description,metatag_keywords,metatag_title
SS-LX850C,Ottawa Triple Power Reclining w/ Hidden Cupholders,2100,,149,155,,N,Ottawa Triple Power Reclining w/ Hidden Cupholders Faux Fabric by Steve Silver. Dimensions: 38 inW x 42 inD x 42 inH Features: Power headrest; power footrest and power lumbar; Hidden lighted cupholders; Stitched side pocket holds magazines or tablets; USB charging port and All Close button on control panel; Baseball stitching; Walnut or Ocean Blue Faux-Suede Cover.,Ottawa Triple Power Reclining w/ Hidden Cupholders Faux Fabric by Steve Silver. Dimensions: 38 inW x 42 inD x 42 inH Features: Power headrest; power footrest and power lumbar; Hidden lighted cupholders; Stitched side pocket holds magazines or tablets; USB charging port and All Close button on control panel; Baseball stitching; Walnut or Ocean Blue Faux-Suede Cover.,"• 38 inW x 42 inD x 42 inH
• Power headrest
• power footrest and power lumbar
• Hidden lighted cupholders
• Stitched side pocket holds magazines or tablets
• USB charging port and All Close button on control panel",Ottawa Triple Power Reclining w/ Hidden Cupholders Faux Fabric; Steve Silver; Upholstery; Power Reclining,Shop Ottawa Triple Power Reclining w/ Hidden Cupholders Faux Fabric by Steve Silver.,,Ottawa Triple Power Reclining w/ Hidden Cupholders Faux Fabric
SS-LX850CO,Ottawa Triple Power Reclining w/ Hidden Cupholders Ocean,2100,,149,155,,N,Ottawa Triple Power Reclining w/ Hidden Cupholders Ocean Faux Fabric by Steve Silver. Dimensions: 38 inW x 42 inD x 42 inH Features: Power headrest; power footrest and power lumbar; Hidden lighted cupholders; Stitched side pocket holds magazines or tablets; USB charging port and All Close button on control panel; Baseball stitching; Walnut or Ocean Blue Faux-Suede Cover.,Ottawa Triple Power Reclining w/ Hidden Cupholders Ocean Faux Fabric by Steve Silver. Dimensions: 38 inW x 42 inD x 42 inH Features: Power headrest; power footrest and power lumbar; Hidden lighted cupholders; Stitched side pocket holds magazines or tablets; USB charging port and All Close button on control panel; Baseball stitching; Walnut or Ocean Blue Faux-Suede Cover.,"• 38 inW x 42 inD x 42 inH
• Power headrest
• power footrest and power lumbar
• Hidden lighted cupholders
• Stitched side pocket holds magazines or tablets
• USB charging port and All Close button on control panel",Ottawa Triple Power Reclining w/ Hidden Cupholders Ocean Faux Fabric; Steve Silver; Upholstery; Power Reclining,Shop Ottawa Triple Power Reclining w/ Hidden Cupholders Ocean Faux Fabric by Steve Silver.,,Ottawa Triple Power Reclining w/ Hidden Cupholders Ocean Faux Fabric
SS-LZ100C,Mixed Media Occasional Cocktail Table,520,,195,110,Y,N,Mixed Media Occasional Cocktail Table by Steve Silver. Dimensions: 48 inW x 28 inD x 18 inH Features: Constructed of solid acacia wood tops and metal base; Styling details include distressed top in chevron pattern with a natural honey finish; Rustic casual styling available in cocktail; end or sofa table.,Mixed Media Occasional Cocktail Table by Steve Silver. Dimensions: 48 inW x 28 inD x 18 inH Features: Constructed of solid acacia wood tops and metal base; Styling details include distressed top in chevron pattern with a natural honey finish; Rustic casual styling available in cocktail; end or sofa table.,"• 48 inW x 28 inD x 18 inH
• Constructed of solid acacia wood tops and metal base
• Styling details include distressed top in chevron pattern with a natural honey finish
• Rustic casual styling available in cocktail
• end or sofa table",Mixed Media Occasional Cocktail Table; Steve Silver; Occasional; Mixed Media Occasional,Shop Mixed Media Occasional Cocktail Table by Steve Silver.,,Mixed Media Occasional Cocktail Table
SS-LZ100E,Mixed Media Occasional End Table,310,,195,60,Y,N,Mixed Media Occasional End Table by Steve Silver. Dimensions: 24 inW x 24 inD x 24 inH Features: Constructed of solid acacia wood tops and metal base; Styling details include distressed top in chevron pattern with a natural honey finish; Rustic casual styling available in cocktail; end or sofa table.,Mixed Media Occasional End Table by Steve Silver. Dimensions: 24 inW x 24 inD x 24 inH Features: Constructed of solid acacia wood tops and metal base; Styling details include distressed top in chevron pattern with a natural honey finish; Rustic casual styling available in cocktail; end or sofa table.,"• 24 inW x 24 inD x 24 inH
• Constructed of solid acacia wood tops and metal base
• Styling details include distressed top in chevron pattern with a natural honey finish
• Rustic casual styling available in cocktail
• end or sofa table",Mixed Media Occasional End Table; Steve Silver; Occasional; Mixed Media Occasional,Shop Mixed Media Occasional End Table by Steve Silver.,,Mixed Media Occasional End Table
SS-LZ100S,Mixed Media Occasional Sofa Table,1470,,195,250,Y,N,Mixed Media Occasional Sofa Table by Steve Silver. Dimensions: 48 inW x 18 inD x 30 inH Features: Constructed of solid acacia wood tops and metal base; Styling details include distressed top in chevron pattern with a natural honey finish; Rustic casual styling available in cocktail; end or sofa table.,Mixed Media Occasional Sofa Table by Steve Silver. Dimensions: 48 inW x 18 inD x 30 inH Features: Constructed of solid acacia wood tops and metal base; Styling details include distressed top in chevron pattern with a natural honey finish; Rustic casual styling available in cocktail; end or sofa table.,"• 48 inW x 18 inD x 30 inH
• Constructed of solid acacia wood tops and metal base
• Styling details include distressed top in chevron pattern with a natural honey finish
• Rustic casual styling available in cocktail
• end or sofa table",Mixed Media Occasional Sofa Table; Steve Silver; Occasional; Mixed Media Occasional,Shop Mixed Media Occasional Sofa Table by Steve Silver.,,Mixed Media Occasional Sofa Table
SS-MAR9990TL,Marlow Manual Reclining Console Loveseat,1070,,"199, 147",210,,N,Marlow Manual Reclining Console Loveseat by Steve Silver. Dimensions: 74.75 inW x 30.5 inD x 28.5 inH Features: Manual recline opens with effortless pull of lever; 100% polyester vegan leather cover has the look and fell of leather in a durable and; The engineered wood frame provides lasting comfort; support and reliability in a; No-Sag Sinuous Spring construction ensures even weight distribution; preventing the; 275 lb. weight capacity ensures durability and reliable support..,Marlow Manual Reclining Console Loveseat by Steve Silver. Dimensions: 74.75 inW x 30.5 inD x 28.5 inH Features: Manual recline opens with effortless pull of lever; 100% polyester vegan leather cover has the look and fell of leather in a durable and; The engineered wood frame provides lasting comfort; support and reliability in a; No-Sag Sinuous Spring construction ensures even weight distribution; preventing the; 275 lb. weight capacity ensures durability and reliable support..,"• 74.75 inW x 30.5 inD x 28.5 inH
• Manual recline opens with effortless pull of lever
• 100% polyester vegan leather cover has the look and fell of leather in a durable and
• The engineered wood frame provides lasting comfort
• support and reliability in a
• No-Sag Sinuous Spring construction ensures even weight distribution",Marlow Manual Reclining Console Loveseat; Steve Silver; Upholstery; Manual Reclining,Shop Marlow Manual Reclining Console Loveseat by Steve Silver.,,Marlow Manual Reclining Console Loveseat
SS-MAR9990TS,Marlow Manual Reclining Sofa,1070,,"139, 197, 179",250,,N,Marlow Manual Reclining Sofa by Steve Silver. Dimensions: 83.25W inx 38 inD x 41.25 inH Features: Manual recline opens with effortless pull of lever; 100% polyester vegan leather cover has the look and fell of leather in a durable and; The engineered wood frame provides lasting comfort; support and reliability in a; No-Sag Sinuous Spring construction ensures even weight distribution; preventing the; 275 lb. weight capacity ensures durability and reliable support..,Marlow Manual Reclining Sofa by Steve Silver. Dimensions: 83.25W inx 38 inD x 41.25 inH Features: Manual recline opens with effortless pull of lever; 100% polyester vegan leather cover has the look and fell of leather in a durable and; The engineered wood frame provides lasting comfort; support and reliability in a; No-Sag Sinuous Spring construction ensures even weight distribution; preventing the; 275 lb. weight capacity ensures durability and reliable support..,"• 83.25W inx 38 inD x 41.25 inH
• Manual recline opens with effortless pull of lever
• 100% polyester vegan leather cover has the look and fell of leather in a durable and
• The engineered wood frame provides lasting comfort
• support and reliability in a
• No-Sag Sinuous Spring construction ensures even weight distribution",Marlow Manual Reclining Sofa; Steve Silver; Upholstery; Manual Reclining,Shop Marlow Manual Reclining Sofa by Steve Silver.,,Marlow Manual Reclining Sofa
SS-MARLOW-CHARCOAL-74LOVE,Marlow Charcoal Manual Reclining Loveseat,1070,,"199, 147",175,,N,"<p>The Marlow manual reclining collection blends plush comfort and practical motion seating with soft vegan leather, supportive seating, console storage on loveseat pieces, and casual styling for living rooms and media rooms.</p><p><strong>Dimensions:</strong> 74.75 inW x 30.5 inD x 28.5 inH</p><p><strong>Features:</strong></p><ul><li>Manual reclining motion</li><li>Soft vegan leather upholstery</li><li>Console storage and cupholders on loveseat pieces</li><li>Supportive padded back and arms</li><li>Removable backs for easier delivery and setup</li></ul>","The Marlow manual reclining collection blends plush comfort and practical motion seating with soft vegan leather, supportive seating, console storage on loveseat pieces, and casual styling for living rooms and media rooms.   Dimensions:  74.75 inW x 30.5 inD x 28.5 inH   Features:    Manual reclining motion  Soft vegan leather upholstery  Console storage and cupholders on loveseat pieces  Supportive padded back and arms  Removable backs for easier delivery and setup","• Manual reclining motion
• Soft vegan leather upholstery
• Console storage and cupholders on loveseat pieces
• Supportive padded back and arms
• Removable backs for easier delivery and setup",Marlow Charcoal Manual Reclining Loveseat; Steve Silver,"Shop Marlow Charcoal Manual Reclining Loveseat at McCabe's Theater & Living. The Marlow manual reclining collection blends plush comfort and practical motion seating with soft vegan leather, supportive seating, consol.",Marlow Charcoal Manual Reclining Loveseat; Steve Silver,Marlow Charcoal Manual Reclining Loveseat
SS-MARLOW-CHARCOAL-83SOFA,Marlow Charcoal Manual Reclining Sofa,1070,,"139, 197, 179",195,,N,"<p>The Marlow manual reclining collection blends plush comfort and practical motion seating with soft vegan leather, supportive seating, console storage on loveseat pieces, and casual styling for living rooms and media rooms.</p><p><strong>Dimensions:</strong> 83.25 inW x 38 inD x 41.25 inH</p><p><strong>Features:</strong></p><ul><li>Manual reclining motion</li><li>Soft vegan leather upholstery</li><li>Console storage and cupholders on loveseat pieces</li><li>Supportive padded back and arms</li><li>Removable backs for easier delivery and setup</li></ul>","The Marlow manual reclining collection blends plush comfort and practical motion seating with soft vegan leather, supportive seating, console storage on loveseat pieces, and casual styling for living rooms and media rooms.   Dimensions:  83.25 inW x 38 inD x 41.25 inH   Features:    Manual reclining motion  Soft vegan leather upholstery  Console storage and cupholders on loveseat pieces  Supportive padded back and arms  Removable backs for easier delivery and setup","• Manual reclining motion
• Soft vegan leather upholstery
• Console storage and cupholders on loveseat pieces
• Supportive padded back and arms
• Removable backs for easier delivery and setup",Marlow Charcoal Manual Reclining Sofa; Steve Silver,"Shop Marlow Charcoal Manual Reclining Sofa at McCabe's Theater & Living. The Marlow manual reclining collection blends plush comfort and practical motion seating with soft vegan leather, supportive seating, consol.",Marlow Charcoal Manual Reclining Sofa; Steve Silver,Marlow Charcoal Manual Reclining Sofa
SS-MARLOW-CHARCOAL-RECL,Marlow Charcoal Manual Recliner,790,,149,105,,N,"<p>The Marlow manual reclining collection blends plush comfort and practical motion seating with soft vegan leather, supportive seating, console storage on loveseat pieces, and casual styling for living rooms and media rooms.</p><p><strong>Dimensions:</strong> 42.5 inW x 30.5 inD x 28.5 inH</p><p><strong>Features:</strong></p><ul><li>Manual reclining motion</li><li>Soft vegan leather upholstery</li><li>Console storage and cupholders on loveseat pieces</li><li>Supportive padded back and arms</li><li>Removable backs for easier delivery and setup</li></ul>","The Marlow manual reclining collection blends plush comfort and practical motion seating with soft vegan leather, supportive seating, console storage on loveseat pieces, and casual styling for living rooms and media rooms.   Dimensions:  42.5 inW x 30.5 inD x 28.5 inH   Features:    Manual reclining motion  Soft vegan leather upholstery  Console storage and cupholders on loveseat pieces  Supportive padded back and arms  Removable backs for easier delivery and setup","• Manual reclining motion
• Soft vegan leather upholstery
• Console storage and cupholders on loveseat pieces
• Supportive padded back and arms
• Removable backs for easier delivery and setup",Marlow Charcoal Manual Recliner; Steve Silver,"Shop Marlow Charcoal Manual Recliner at McCabe's Theater & Living. The Marlow manual reclining collection blends plush comfort and practical motion seating with soft vegan leather, supportive seating, consol.",Marlow Charcoal Manual Recliner; Steve Silver,Marlow Charcoal Manual Recliner
